sk_ato,proposicao_id,sigla_numero_ano,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
124,6051,MO 1011/2022,,,"Reconhece e manifesta votos de louvor aos Bombeiros e Bombeiras Militares do Distrito Federal, que participam das ações de resgate e salvamento de pessoas atingidas pelas enchentes ocorridas no estado da Bahia.
",Apresentação,2022-02-01
125,6052,REQ 3036/2022,,,"Requer à Secretaria de Estado de Educação do Distrito Federal, informações sobre o gasto de energia elétrica nas escolas públicas do Distrito Federal.",Apresentação,2022-02-01
126,6055,REQ 3152/2022,,,"Requer a realização de Sessão Solene , em ""Homenagem ao dia Nacional do DeMolay"" a realizar-se no dia 18 de Março de 2022,  às 10hoo, nesta Casa de Leis.",Apresentação,2022-03-09
127,6055,REQ 3152/2022,,,"Requer a realização de Sessão Solene , em ""Homenagem ao dia Nacional do DeMolay"" a realizar-se no dia 18 de Março de 2022,  às 10hoo, nesta Casa de Leis.",Apresentação,2022-03-09
128,6055,REQ 3152/2022,,,"Requer a realização de Sessão Solene , em ""Homenagem ao dia Nacional do DeMolay"" a realizar-se no dia 18 de Março de 2022,  às 10hoo, nesta Casa de Leis.",Apresentação,2022-03-09
129,6055,REQ 3152/2022,,,"Requer a realização de Sessão Solene , em ""Homenagem ao dia Nacional do DeMolay"" a realizar-se no dia 18 de Março de 2022,  às 10hoo, nesta Casa de Leis.",Apresentação,2022-03-09
130,6055,REQ 3152/2022,,,"Requer a realização de Sessão Solene , em ""Homenagem ao dia Nacional do DeMolay"" a realizar-se no dia 18 de Março de 2022,  às 10hoo, nesta Casa de Leis.",Apresentação,2022-03-09
131,6058,PLC 105/2022,,,Autoriza a extinção da DF - Gestão de Ativos S.A..,"Apresentação, Disponibilizada(Emenda)",2022-02-01
132,6059,PR 79/2022,,,Institui a “MEDALHA DO MÉRITO JOVEM DESTAQUE” do Distrito Federal.,"Apresentação, Disponibilizada(Parecer)",2022-02-01
133,6061,REQ 3057/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 04 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, para concessão de  Título de Cidadã  Honorária de Brasília - post mortem – à Sra. Auta Maria de Jesus.  ",Apresentação,2022-02-01
134,6061,REQ 3057/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 04 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, para concessão de  Título de Cidadã  Honorária de Brasília - post mortem – à Sra. Auta Maria de Jesus.  ",Apresentação,2022-02-01
135,6061,REQ 3057/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 04 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, para concessão de  Título de Cidadã  Honorária de Brasília - post mortem – à Sra. Auta Maria de Jesus.  ",Apresentação,2022-02-01
136,6061,REQ 3057/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 04 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, para concessão de  Título de Cidadã  Honorária de Brasília - post mortem – à Sra. Auta Maria de Jesus.  ",Apresentação,2022-02-01
137,6061,REQ 3057/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 04 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, para concessão de  Título de Cidadã  Honorária de Brasília - post mortem – à Sra. Auta Maria de Jesus.  ",Apresentação,2022-02-01
138,6072,REQ 3056/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 11 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, em homenagem ao grupo Pés de teatro e dança: 10 anos de acessibilidade e valorização da pessoa com deficiência.  ",Apresentação,2022-02-01
139,6072,REQ 3056/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 11 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, em homenagem ao grupo Pés de teatro e dança: 10 anos de acessibilidade e valorização da pessoa com deficiência.  ",Apresentação,2022-02-01
140,6072,REQ 3056/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 11 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, em homenagem ao grupo Pés de teatro e dança: 10 anos de acessibilidade e valorização da pessoa com deficiência.  ",Apresentação,2022-02-01
141,6072,REQ 3056/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 11 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, em homenagem ao grupo Pés de teatro e dança: 10 anos de acessibilidade e valorização da pessoa com deficiência.  ",Apresentação,2022-02-01
142,6072,REQ 3056/2022,,,"Requer a realização de Sessão Solene da Câmara Legislativa do Distrito Federal, no dia 11 de fevereiro de 2022, às 10:00 horas, no Plenário da CLDF, em homenagem ao grupo Pés de teatro e dança: 10 anos de acessibilidade e valorização da pessoa com deficiência.  ",Apresentação,2022-02-01
143,6073,PL 2475/2022,,,"Institui a obrigatoriedade do fornecimento de auxílio alimentação aos funcionários das empresas terceirizadas prestadoras de serviço contratadas pela Administração Pública Direta e Indireta, no âmbito do Distrito Federal.","Apresentação, Retorno(Parecer)",2022-02-01
144,6074,REQ 3215/2022,,,"Requer a realização de Sessão Solene em Homenagem ao Programa Coração Aberto da Paróquia Sagrado Coração de Jesus e Nossa Senhora das Mercês, realizar-se no dia 29 de Abril de 2022, às 10h00, no Plenário, desta Casa de Leis.",Apresentação,2022-03-31
145,6074,REQ 3215/2022,,,"Requer a realização de Sessão Solene em Homenagem ao Programa Coração Aberto da Paróquia Sagrado Coração de Jesus e Nossa Senhora das Mercês, realizar-se no dia 29 de Abril de 2022, às 10h00, no Plenário, desta Casa de Leis.",Apresentação,2022-03-31
146,6074,REQ 3215/2022,,,"Requer a realização de Sessão Solene em Homenagem ao Programa Coração Aberto da Paróquia Sagrado Coração de Jesus e Nossa Senhora das Mercês, realizar-se no dia 29 de Abril de 2022, às 10h00, no Plenário, desta Casa de Leis.",Apresentação,2022-03-31
147,6075,REQ 3212/2022,,,"Requer a realização de Sessão Solene em Homenagem  ao Aniversário do Sudoeste /Octogonal  RA XXII , a realizar-se no dia 06 de Maio de 2022, às 19h00, nesta Casa de Leis.",Apresentação,2022-03-29
148,6075,REQ 3212/2022,,,"Requer a realização de Sessão Solene em Homenagem  ao Aniversário do Sudoeste /Octogonal  RA XXII , a realizar-se no dia 06 de Maio de 2022, às 19h00, nesta Casa de Leis.",Apresentação,2022-03-29
149,6075,REQ 3212/2022,,,"Requer a realização de Sessão Solene em Homenagem  ao Aniversário do Sudoeste /Octogonal  RA XXII , a realizar-se no dia 06 de Maio de 2022, às 19h00, nesta Casa de Leis.",Apresentação,2022-03-29
150,6075,REQ 3212/2022,,,"Requer a realização de Sessão Solene em Homenagem  ao Aniversário do Sudoeste /Octogonal  RA XXII , a realizar-se no dia 06 de Maio de 2022, às 19h00, nesta Casa de Leis.",Apresentação,2022-03-29
151,6076,PL 2477/2022,,,"Institui a campanha de esclarecimento e divulgação das cores da órtese externa denominada “Bengala Longa”, para fins de identificação da condição de seus usuários, e dá outras providências.","Sanção Veto ou Promulgação, Disponibilizada(Emenda)",2022-02-01
152,6083,MO 1026/2022,,,"Reconhece e manifesta votos de louvor aos Servidores integrantes da Polícia Militar do Distrito Federal, da Defesa Civil do Distrito Federal e da Polícia Civil do Distrito Federal, que participaram da arrecadação, transporte e entrega de donativos destinados às pessoas atingidas pelas enchentes ocorridas no estado da Bahia.",Apresentação,2022-02-01
153,6084,IND 8004/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil – NOVACAP, a realização de limpeza e manutenção de boca de lobo na EQNO 13/15 em Ceilândia. ",Apresentação,2022-02-01
154,6088,MO 1027/2022,,,"Manifesta votos de louvor, por todo trabalho e dedicação à Região Administrativa do Cruzeiro, que neste exercício completou 62 anos",Apresentação,2022-02-02
155,6089,REQ 3033/2022,,,"Requer a realização de Sessão Solene no dia 11 de março de 2022, às 10h, no Plenário desta Casa de Leis, para lançamento do Livro do Selo de Praticas Inovadoras.",Apresentação,2022-02-01
156,6089,REQ 3033/2022,,,"Requer a realização de Sessão Solene no dia 11 de março de 2022, às 10h, no Plenário desta Casa de Leis, para lançamento do Livro do Selo de Praticas Inovadoras.",Apresentação,2022-02-01
157,6089,REQ 3033/2022,,,"Requer a realização de Sessão Solene no dia 11 de março de 2022, às 10h, no Plenário desta Casa de Leis, para lançamento do Livro do Selo de Praticas Inovadoras.",Apresentação,2022-02-01
158,6089,REQ 3033/2022,,,"Requer a realização de Sessão Solene no dia 11 de março de 2022, às 10h, no Plenário desta Casa de Leis, para lançamento do Livro do Selo de Praticas Inovadoras.",Apresentação,2022-02-01
159,6092,REQ 3032/2022,,,"Requer a realização de Sessão Solene no dia 22 de março de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia Mundial da Água.",Apresentação,2022-02-01
160,6092,REQ 3032/2022,,,"Requer a realização de Sessão Solene no dia 22 de março de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia Mundial da Água.",Apresentação,2022-02-01
161,6092,REQ 3032/2022,,,"Requer a realização de Sessão Solene no dia 22 de março de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia Mundial da Água.",Apresentação,2022-02-01
162,6092,REQ 3032/2022,,,"Requer a realização de Sessão Solene no dia 22 de março de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia Mundial da Água.",Apresentação,2022-02-01
163,6097,REQ 3030/2022,,,"Requer a realização de Sessão Solene no dia 19 de abril de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia dos Povos Indígenas.",Apresentação,2022-02-01
164,6097,REQ 3030/2022,,,"Requer a realização de Sessão Solene no dia 19 de abril de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia dos Povos Indígenas.",Apresentação,2022-02-01
165,6097,REQ 3030/2022,,,"Requer a realização de Sessão Solene no dia 19 de abril de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia dos Povos Indígenas.",Apresentação,2022-02-01
166,6097,REQ 3030/2022,,,"Requer a realização de Sessão Solene no dia 19 de abril de 2022, às 10h, no Plenário desta Casa de Leis, para comemorar o Dia dos Povos Indígenas.",Apresentação,2022-02-01
167,6098,REQ 3026/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 28 de abril de 2022 às 10 horas para comemorar o Dia da Educação.

",Apresentação,2022-02-01
168,6098,REQ 3026/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 28 de abril de 2022 às 10 horas para comemorar o Dia da Educação.

",Apresentação,2022-02-01
169,6098,REQ 3026/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 28 de abril de 2022 às 10 horas para comemorar o Dia da Educação.

",Apresentação,2022-02-01
170,6098,REQ 3026/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 28 de abril de 2022 às 10 horas para comemorar o Dia da Educação.

",Apresentação,2022-02-01
171,6101,REQ 3025/2022,,,"Requer a realização de Sessão Solene no dia 16 de maio de 2022, às 15h, no Plenário desta Casa de Leis, para homenagear aos Artistas, Agentes e Produtores Culturais do Distrito Federal.",Apresentação,2022-02-01
172,6101,REQ 3025/2022,,,"Requer a realização de Sessão Solene no dia 16 de maio de 2022, às 15h, no Plenário desta Casa de Leis, para homenagear aos Artistas, Agentes e Produtores Culturais do Distrito Federal.",Apresentação,2022-02-01
173,6101,REQ 3025/2022,,,"Requer a realização de Sessão Solene no dia 16 de maio de 2022, às 15h, no Plenário desta Casa de Leis, para homenagear aos Artistas, Agentes e Produtores Culturais do Distrito Federal.",Apresentação,2022-02-01
174,6101,REQ 3025/2022,,,"Requer a realização de Sessão Solene no dia 16 de maio de 2022, às 15h, no Plenário desta Casa de Leis, para homenagear aos Artistas, Agentes e Produtores Culturais do Distrito Federal.",Apresentação,2022-02-01
175,6102,REQ 3027/2022,,,"Requer a realização de Sessão Solene no dia 20 de junho de 2022, às 15h, no Plenário desta casa de Leis, para entrega do Prêmio do Selo de Práticas Inovadoras de 2022.",Apresentação,2022-02-01
176,6102,REQ 3027/2022,,,"Requer a realização de Sessão Solene no dia 20 de junho de 2022, às 15h, no Plenário desta casa de Leis, para entrega do Prêmio do Selo de Práticas Inovadoras de 2022.",Apresentação,2022-02-01
177,6102,REQ 3027/2022,,,"Requer a realização de Sessão Solene no dia 20 de junho de 2022, às 15h, no Plenário desta casa de Leis, para entrega do Prêmio do Selo de Práticas Inovadoras de 2022.",Apresentação,2022-02-01
178,6102,REQ 3027/2022,,,"Requer a realização de Sessão Solene no dia 20 de junho de 2022, às 15h, no Plenário desta casa de Leis, para entrega do Prêmio do Selo de Práticas Inovadoras de 2022.",Apresentação,2022-02-01
179,6105,REQ 3028/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis, no dia 8 de agosto de 2022 às 10 horas para comemorar o Dia da juventude e dos estudantes",Apresentação,2022-02-01
180,6105,REQ 3028/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis, no dia 8 de agosto de 2022 às 10 horas para comemorar o Dia da juventude e dos estudantes",Apresentação,2022-02-01
181,6105,REQ 3028/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis, no dia 8 de agosto de 2022 às 10 horas para comemorar o Dia da juventude e dos estudantes",Apresentação,2022-02-01
182,6105,REQ 3028/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis, no dia 8 de agosto de 2022 às 10 horas para comemorar o Dia da juventude e dos estudantes",Apresentação,2022-02-01
183,6106,REQ 3037/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 12 de setembro de 2022 às 15 horas para comemorar o Dia do Cerrado.",Apresentação,2022-02-01
184,6106,REQ 3037/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 12 de setembro de 2022 às 15 horas para comemorar o Dia do Cerrado.",Apresentação,2022-02-01
185,6106,REQ 3037/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 12 de setembro de 2022 às 15 horas para comemorar o Dia do Cerrado.",Apresentação,2022-02-01
186,6106,REQ 3037/2022,,,"Requer a realização de Sessão Solene, no Plenário desta Casa de Leis,  no dia 12 de setembro de 2022 às 15 horas para comemorar o Dia do Cerrado.",Apresentação,2022-02-01
187,6107,REQ 3034/2022,,,"
Requer a realização de Sessão Solene, no Plenário desta Casa de Leis, no dia 18 de novembro de 2022 às 10 horas para comemorar o Dia Mundial do Empreendedorismo Feminino.
",Apresentação,2022-02-01
